WORD,FAM,CONC,IMAG,MEANC,MEANP,AOA
pliers,4.99,6.45,5.88,4.08,,
plot,5.15,3.79,4.2,4.12,,4.22
plug,5.75,5.58,5.83,,,2.42
plum,5.47,6.32,6.11,4.7,,
plumb,4.61,4.59,5.01,3.51,,
plunge,4.41,3.96,5.48,,,4.06
pocket,5.9,5.78,5.58,4.13,,2.28
podium,4.55,5.46,5.08,3.67,,
poet,5.44,5.52,5.18,,5.36,
poetry,5.12,4.25,4.86,,6.24,3.86
point,5.38,4.64,4.81,3.76,,
poison,5.04,5.27,5.13,,,3.64
pole,5.1,5.77,5.79,4.2,6.2,
policeman,5.7,5.74,6.29,,6.96,
polio,4.63,5.55,5.61,3.97,,
polish,4.85,5.35,4.94,,,3.36
polite,5.39,3.42,3.93,4.38,,
politician,5.56,4.94,5.07,,,5.11
polka,2.81,4.77,4.75,,,5.71
poll,4.53,4.29,4.88,3.87,,
pollen,4.88,5.84,5.26,4.21,,
pollution,5.55,4.63,5.09,5.08,7.4,
polo,4.46,4.95,5.24,3.05,,
polyp,1.85,4.35,2.35,,,6.78
pommel,2.28,3.23,2.8,2.08,,
pompous,3.13,,3.8,,,
pond,5.06,6.23,5.99,,,2.39
pony,5.24,6.11,6.42,4.39,,
pool,5.41,5.73,5.77,,,2.39
poor,5.48,3.11,4.47,5.31,,
pope,4.89,5.93,5.76,4.36,,
popular,6.26,,4.22,,,
population,5.43,4.06,3.91,,,4.69
porch,4.55,5.96,5.86,,,3.19
pore,4.37,4.92,4.47,3.39,,
pork,5.38,5.85,5.22,4.35,,
port,4.81,5.31,5.46,4.05,,3.72
portal,2.52,5.45,5.05,,5.63,
porter,4.87,,5.36,,,
portion,5.07,3.84,3.99,,,4.11
portrait,4.27,5.7,5.65,,5.52,
portray,4.86,3.37,3.77,3.49,,
position,5.59,3.51,3.46,,6.24,3.75
possession,5.12,3.79,4.1,,,4.69
possessive,4.78,,3.83,,,
possible,5.95,,2.49,,,
post,5.86,5.33,5.18,3.98,,3.06
poster,5.45,5.92,6,,6.2,
pot,5.77,5.84,5.98,5.38,,2.17
potato,6.12,6.29,6.17,4.84,7.13,2.33
pouch,3.73,5.68,5.13,,,3.67
pound,6.18,5.15,5.53,4.75,,3.08
pour,5.45,3.56,4.95,3.93,,
poverty,5.29,3.43,5.02,,5.44,
powder,5.21,5.13,5.24,3.77,,
power,5.56,3.25,4.5,5.05,5.88,
practical,5.85,3.31,3.58,,,4.89
prairie,4.16,5.75,5.69,,8.16,4.33
praise,5.02,3.54,4.67,4.68,,
pray,5.28,3.72,4.44,4.03,,
prayer,5.07,3.81,4.92,4.41,6.63,2.69
preaching,4.54,,4.41,,,
precaution,4.77,3,3.67,,,5.25
preception,5.58,,,,,
precious,5.13,,4.24,,,
precipitate,4.29,3.5,4.26,,,6.33
precise,5.07,,3.24,,,
precursor,2.7,3.71,2.05,,,6.71
predicament,4.33,2.77,3.65,,4.64,
predict,5.15,2.88,3.72,4,,
preference,5.19,2.19,2.81,,,5.36
prefix,4.07,3.7,3.53,3.37,,
prejudice,5.08,3.4,4.19,4.62,,
preliminary,4.09,,2.54,,,
prelude,3.83,3.64,3.4,,,5.72
preparation,5.32,3.38,3.13,,,4.94
preposition,4.19,3.53,3.17,3.57,,
presence,5.14,3.26,3.39,4.02,,4.56
present,5.69,3.89,4.81,,6.13,
presentable,4.56,,3.41,,,
president,5.38,5.26,5.72,5.16,,4.58
pressure,5.44,3.79,4.46,,5.8,4.44
prestige,4.41,2.48,3.94,,4.56,
pretence,4.53,2.27,3.07,,,5
pretty,5.84,3.41,5.2,5.48,,
prevalent,4.18,2.55,2.74,3.61,,
previous,5.45,,2.76,,,
prey,4.43,4.64,5,4.36,,4.39
pride,5.64,2.7,4.24,4.69,5.24,
priest,4.84,5.61,5.68,4.85,6.88,4.11
prim,3.66,,3.61,,,
primary,4.97,3.26,3.67,,,2.97
prime,4.92,3.6,3.86,4.75,,
prince,5.06,5.42,6.06,4.97,,
princess,5.02,5.68,5.47,4.28,,
principal,4.91,3.81,4.02,,,5.25
principle,4.96,2.45,3.05,,,5.33
prior,4.44,,2.74,,,
prison,4.62,5.7,5.93,,7.21,
prisoner,4.85,5.48,5.65,,6.76,3.61
private,5.7,3.5,4.32,4.48,,
prize,5.08,4.74,5.17,4.41,,
problem,5.96,3.6,4.11,4.82,,3.67
procession,4.62,5,5.34,,5.63,4.14
produce,5.34,4.32,3.96,4.18,,4.31
product,5.62,5.16,4.35,,5.12,
production,5.45,3.18,3.47,,,4.86
productive,5.23,3.09,3.5,4.18,,
profession,5.43,3.74,4.06,,5.44,
professional,5.2,3.79,3.83,,,4.94
professor,5.83,5.49,5.87,5.23,5.4,5.19
proficient,3.84,,3.46,,,
profile,4.45,5.1,5.72,,5.6,
profit,5.52,3.64,4.97,4.68,,
profiteer,3.33,4.17,2.97,,,6.36
programme,5.8,4.11,4.58,,,3.32
prohibit,5.16,3.01,3.73,4.72,,
projectile,3.47,5.32,4.86,,,5.97
projector,4.77,5.48,5.84,3.18,,
promenade,3.82,5.38,5.26,,,4.67
promise,5.98,,3.2,,,
promised,5.66,,2.98,,,
promising,4.89,,3,,,
promotion,5.32,3.68,3.67,,5.56,
prong,4.09,5.3,4.99,,,4.39
pronoun,4.8,3.46,4.02,3.49,,
proof,5.46,3.28,3.39,4.13,,4.56
prop,4.44,4.74,4.5,2.93,,
propeller,4.91,5.93,5.99,3.95,,
proper,5.46,,2.95,,,
property,5.31,4.6,4.66,4.61,5.76,4.47
prophet,5.03,4.5,4.67,3.9,,
proportion,5.29,3.05,3.29,,,5.11
proprietor,4.23,5.18,4.75,,5.72,5.61
prosaic,1.98,,2.83,,,
prosecutor,4.54,5.2,4.97,,6.32,
prosper,5.03,3.56,3.92,4.19,,
prosperity,4.77,3.01,4.36,,5.44,5.67
prosperous,5.2,,4.36,,,
protection,5.19,3.08,4.1,,,4.61
protest,5.3,3.39,4.72,,,4.75
protocol,3.06,2.64,2.58,2.29,,
proud,5.7,3.27,4.34,4.46,,
provender,1.48,3.26,1.62,,,6.83
provided,5.76,,2.64,,,
provincial,4.21,3.39,3.22,3.12,,
provision,4.53,4.32,3.43,,,5.08
prow,2.52,4.85,3.07,,,5.83
proxy,3.5,3.65,3.34,3.27,4.84,
prune,4.44,6.11,5.78,,,3.47
psalm,4.18,4.09,4.27,3.48,,
psychologist,5.56,5.05,4.7,,,6.06
psychology,5.49,3.5,3.53,4.75,,
public,6.02,3.56,4.48,,,4
puck,2.81,4.72,3.7,,,5.72
pudding,5.1,5.93,5.88,4.69,7.31,
puddle,5.21,6.04,5.62,4.3,,
pugilist,1.89,4.19,2.64,,,6.56
pull,5.65,3.6,4.46,4.1,,
pulpit,4.15,5.62,5.51,3.7,,
pummel,2.87,3.87,3.08,2.9,,
pump,4.97,5.56,5.56,3.89,,3.44
punch,4.83,5.48,5.27,4.85,,3.06
punctual,4.4,,3.68,,,
puncture,4.31,,4.65,,,
punish,5.36,3.44,4.74,5.19,,
punishable,4.29,,3.03,,,
punishment,5.15,3.58,4.18,,,3.42
puny,4.26,3.27,3.95,4.27,,
pup,5.31,5.44,6.24,4.84,,
pupil,5.47,5.7,5.72,5.02,6.24,
puppet,3.82,,,,,
puppy,5.22,6.23,6.35,,,2.03
pure,5.9,,3.66,,,
purl,1.66,3.13,3.1,1.95,,
purpose,5.72,2.8,2.8,,,4.28
purse,5.33,5.72,5.67,4.33,,
purser,2.96,4.79,3.62,,,5.92
push,5.64,,3.95,,,
put,5.39,2.87,2.63,2.97,,
puzzle,4.86,4.49,5.1,,,3.2
pyramid,3.86,6.15,6.13,,,3.97
python,3.08,5.8,5.59,3.64,5.88,
quack,4.67,4.59,4.46,4.23,,
quaich,0.85,2.51,2.01,1.5,,
quail,3.76,6,5.05,4.05,,5.36
quake,4.74,4.4,4.63,3.97,,
quality,5.6,2.74,3.49,,5.52,
quantity,5.57,3.4,3.49,,4.17,4.19
quarrel,4.63,3.79,4.79,5.15,,
quart,5.68,5.04,5.45,4.31,,
quarter,5.69,5.09,5.31,4.5,,3.34
quean,1.26,3.77,2.63,1.95,,
queen,5.27,5.37,6.12,4.56,7.36,2.47
querulous,1.48,,2.93,,,
quest,4.13,3.16,4.6,,5.2,
question,5.88,3.87,3.98,4.23,,3.14
questionable,4.85,,3.29,,,
quibble,3.36,,3.93,,,
quick,5.7,3.43,3.63,4.53,,
quicken,4.69,3.8,3.35,3.75,,
quickly,5.81,2.92,3.76,4.73,,
quickness,4.78,2.88,3.72,,,3.92
quiet,5.77,3.89,4.26,4.51,,
quietude,2.2,2.67,2.86,,,6.42
quill,4.09,5.95,5.3,3.59,,
quilt,4.9,6.13,5.54,4.44,,
quire,1.79,2.33,2.4,1.97,,
quiver,3.68,4.85,5.05,,,4.6
quotient,4.05,,3.41,,,
rabbi,5.15,5.72,5.57,4.3,,
rabbit,5.23,6.35,6.11,4.33,,2.06
race,5.43,4.63,4.57,4.41,,
rack,4.86,5.35,4.39,3.37,,
racket,4.86,5.62,5.3,,,3.86
racketeer,3.29,5.33,5.02,,5.56,
racquet,4.8,5.13,5.22,3.97,,
radical,5,,3.46,,,
radio,6.44,6.15,6.13,,,3.17
radish,4.56,,,,,
raft,4.83,,,,,
raid,4.87,4.07,4.76,4.2,,3.91
rail,5.05,5.4,5.56,3.85,,
railroad,4.93,5.79,5.96,,6.6,
raiment,2.22,,3.73,,,
rain,6.04,6,6.18,4.75,,2.11
rainbow,4.31,,6.04,,,
raise,5.34,3.4,4.18,4.31,,
raised,5.45,,3.76,,,
rake,4.76,5.97,5.5,3.8,,3.36
ram,4.68,5.41,5.46,3.84,,
ramp,5.04,5.38,5.27,3.44,,
rampant,2.47,,3.37,,,
ramrod,2.53,5.09,4.18,2.87,,
ranch,3.79,5.61,5.19,,,4.03
rancid,3.09,3.42,3.64,3.98,,
range,5.15,4.17,4.13,,,4.36
rap,5.01,4.04,3.88,3.86,,
rape,5.55,4.72,5.65,4.68,,
rapid,5.24,4.15,3.87,4.73,,
rare,5.59,3.27,4.39,4.82,,
rarity,3.73,2.65,2.7,,,5.5
rash,4.85,5.23,5.2,4.03,,
raspberry,5.13,5.94,6.36,4,,
rat,5.48,6.24,5.88,4.68,,
ratal,1.19,2.79,1.93,1.78,,
rate,5.27,3.08,3.11,4.16,,4.56
rating,4.78,3.09,3.1,,5.12,
ration,4.73,3.9,3.92,3.77,,
rational,4.58,,2.98,,,
rattle,4.48,5.49,5.54,,6.8,2.61
rattlesnake,4.93,5.86,6.11,3.77,,
raw,5.09,3.99,4.7,4.13,,
ray,4.8,4.7,5.56,,,3.22
raze,2.81,3.36,2.71,2.77,,
razor,5.11,,,,,
reach,5.77,3.68,3.91,3.95,,
reaction,5.33,3.12,3.95,,4.84,5.06
read,5.68,4.2,4.99,4.67,,
reading,5.81,3.77,4.36,4.61,,
real,5.96,2.85,3.13,4.64,,
reality,5.51,2.96,3.15,4.35,,4.69
really,5.62,,2.46,,,
realm,3.76,3.03,3.24,,,5.61
reap,4.41,3.73,4.08,3.89,,
reaper,4.01,4.55,4.62,3.38,,
rear,5.47,4.02,4.55,5,,
reason,6.01,3.32,2.85,3.93,,3.83
reasonable,5.85,,3.05,,,
rebec,0.92,2.29,2.24,1.51,,
rebel,4.48,4.39,4.97,,,4.61
rebellious,4.9,,4.63,,,
rebus,1.31,2.99,2.01,1.74,,
recall,5.26,3.19,4.24,4.25,,
receipt,4.98,4.74,4.32,,,5.17
receiver,5.41,4.2,5.04,4.68,,
recent,5.13,,2.98,,,
receptacle,3.83,5.45,4.26,,,5.61
receptive,4.87,3.23,3.02,4.05,,
recess,4.56,,4.15,,,
reciprocal,3.99,3.08,2.78,,,6.56
recital,4.68,4.76,4.95,,5.56,
reckless,5.17,,3.95,,,
reckoning,4.28,2.37,2.83,,,5.25
recognition,5.07,2.66,3.88,,5.04,
recollection,4.25,2.95,3.08,,,5.33
recommend,5.29,2.78,3.13,3.77,,
record,6.09,5.58,5.91,,,3.22
recreant,1.79,3.33,1.67,,,6.56
recruit,4.71,3.93,4.12,3.9,,
rectangle,4.98,5.54,5.9,4.4,,
rector,4.48,5.17,4.94,,,5.61
red,6.07,5.01,5.85,4.45,,
redeemer,3.7,3.66,3.53,,,5.31
reduction,5.09,3.13,3.32,,,5.08
reed,4.3,5.64,5.2,3.44,,3.69
reel,4.56,5.02,4.87,3.69,,
referee,5.34,5.54,5.64,4.65,,
refined,4.88,3.02,3.53,3.71,,
refinement,4.36,2.72,3.75,,,5.5
reflection,5.05,3.39,5.67,,6.56,
reflex,5.15,4.02,4.76,,5.88,
reformation,3.49,2.48,2.8,,,6.03
refrain,5.23,3.25,3.7,4.18,,
refresh,5.02,3.62,3.74,3.85,,
refrigerator,5.45,5.74,6.12,3.95,7.36,
refuse,5.18,4.26,4.19,4.37,,3.94
regency,3.73,3.58,3.16,,,5.86
region,5.11,4.41,4.59,4.69,,
register,4.71,5,4.83,,,4.08
regret,5.29,2.6,3.59,,,4.28
regular,5.8,,3.2,,,
regulation,5.04,3.63,3.45,4.57,,
reign,4.33,3.05,3.82,3.89,,4.5
rein,4.4,5.37,4.78,,,3.56
rejoice,5.29,3.29,4.32,4.68,,
relation,5.85,3.83,4.51,,,3.75
relativity,3.72,,,,,
relax,5.71,,3.87,,,
relaxation,5.01,2.85,4.94,,,4.83
reliable,5.05,,3.63,,,
relic,4.13,5.28,4.81,4.03,,
relief,5.51,3.03,4.32,,,4.43
religion,5.65,3.75,4.34,5.34,,
relinquish,4.19,2.89,3.37,3.8,,
reluctant,4.81,2.63,3.73,4.15,,
remark,5.58,3.68,3.21,,,4.19
remedy,4.8,3.68,3.7,,,4.92
remex,0.89,2.46,2.22,1.88,,
reminder,5.43,3.63,3.28,,5.2,
remittance,3.88,3.38,3.37,,,5.94
removal,4.98,3.46,3.91,,,4.06
rendezvous,3.9,3.88,4.77,,6.04,5.81
renounce,4.29,2.97,3.62,3.61,,
renown,3.83,,3.34,,,
rent,5.47,4.37,4.69,4.62,,4.25
repair,5.43,3.94,4.4,,,3.75
repeat,6.02,3.31,3.51,,,3.67
replacement,5.2,3.68,3.33,4.16,5.4,
replete,2.66,3.04,2.85,2.65,,
reply,5.5,,3.41,,,
report,5.9,4.17,4.11,,,3.86
representative,5.11,4.34,3.8,,,5.31
repress,4.19,3.45,3.65,3.68,,
reprisal,3.95,2.82,2.94,,,6.39
reprove,3.64,2.9,3.01,3.03,,
reptile,4.9,5.78,5.79,4.87,6.52,
republic,4.58,3.76,3.56,,,5.56
repulsive,4.74,3.36,4.26,4.62,,
reputation,4.92,2.32,3.43,,,5.58
requirement,5.08,3,3.39,3.93,,
rescue,5.32,3.73,4.56,,,3.67
research,5.46,3.66,4.45,4.89,6.92,
resentful,4.97,,4.04,,,
resentment,4.4,2.52,3.52,,,5.39
residue,4.01,5.1,4.87,,4.48,
resistance,5.4,3.58,4.16,,,5.03
resolution,4.33,2.65,3.16,,,5.5
resolved,3.87,,2.78,,,
resort,5.23,4.99,5.23,4.69,,
respect,5.71,2.8,3.43,,,4.33
respectable,5.56,,3.85,,,
response,5.44,,3.48,,,
responsibility,5.32,2.22,2.94,,,5.14
responsible,5.88,,3.48,,,
responsive,5.15,3.06,3.47,4.07,,
rest,5.9,3.51,3.96,4.08,,2.22
restaurant,5.93,5.83,6.11,,6.88,
restless,5.52,,4.04,,,
restore,4.9,2.75,3.24,3.74,,
result,6.23,3.18,3.24,,,4.06
resumption,3.72,2.62,2.64,,,6.03
retailer,4.29,5.21,4.45,,6.76,
retain,5.07,3.08,3.52,4.1,,
retard,5.05,3.45,4.81,4.33,,
retention,3.99,2.8,3.16,,,5.92
retreat,4.79,3.67,4.08,3.9,,4.31
retrospect,3.14,,,,,
return,5.82,,2.93,,,
revealed,5.17,,3.46,,,
revenge,4.89,3.05,4.29,,,4.67
revenue,4.01,3.73,3.3,,,5.69
review,4.96,3.88,3.45,,,5.47
revolt,4.97,4,5.02,,5.6,
revolution,4.77,3.78,5.13,,,5.17
revolver,4.86,5.92,6.29,,7.4,
reward,5.25,3.96,4.53,,,3.72
rhapsody,3.21,4.14,4.09,3.29,5.12,6.39
rheumatism,3.71,4.89,4.58,,6.48,
rhinoceros,4,,,,,
rhombus,3.39,4.19,4.41,2.97,,
rhumb,1.26,2.85,1.99,1.5,,
rhyme,4.8,4.34,4.75,,,2.53
rib,5.36,5.99,5.86,4.34,,
ribbon,4.8,6,5.63,,,2.86
rice,5.48,6.08,5.06,4.58,,
rich,5.75,3.77,4.67,5.03,,
rick,2.23,4.74,2.75,,,5.69
rickety,2.79,,4.26,,,
riddle,4.89,4.04,4.55,4.05,,
ride,5.76,4.24,4.83,4.57,,
ridge,4.3,5.47,5.43,,,4.33
ridicule,5.1,3.1,3.9,4.88,,
rifle,4.77,6.06,5.81,4.53,,3.22
right,5.99,3.61,3.72,4.13,,
righteous,4.33,,3.29,,,
rigid,5.03,4.11,4.88,4.25,,
rigidity,3.94,3.35,4.32,,,5.75
rim,5.01,5.11,5.09,3.94,,
ring,5.89,5.93,6.01,5.16,,2.08
rinse,4.8,,4.65,,,
riot,4.9,4.14,5.48,,,4.56
ripe,5.34,3.6,4.9,3.92,,
rise,5.46,3.68,4.51,4.73,,
risk,5.17,2.9,4.05,,,3.97
rite,4,3.81,3.53,3.02,,
ritual,4.03,3.77,4.74,,5.12,
river,5.65,5.85,6.33,5.21,7.52,
road,6.04,5.83,6.09,4.81,,2.06
roar,4.71,4.37,5.26,,,2.78
roast,5.36,,,,,
rob,5.08,,4.65,,,
robber,4.93,5.45,5.49,,6.88,
robbery,5.32,4.4,4.84,4.8,6.16,
robin,4.87,6.37,6.15,4.31,,2.33
rock,5.83,6,6.12,4.82,5.96,
rocker,4.74,5.83,5.2,3.88,,
rocket,5.25,6.45,6.12,4.78,,
rod,5.04,5.91,5.49,4.16,6.04,2.78
rode,4.96,3.53,4.51,3.79,,
roe,2.33,3.97,3.49,2.65,,
rogue,3.78,4.24,4.78,,,4.44
role,5.24,3.35,3.85,4.38,,
roll,5.47,4.57,4.96,4.21,,
rolling,5.14,,4.34,,,
romance,5.17,3.13,5.51,,,4.66
roof,5.52,5.86,6.04,4.33,,
room,6.27,5.66,5.45,4.95,,2.44
rooster,3.85,,,,,
root,5.54,5.58,5.65,4.43,,
rope,5.39,6.08,5.96,4.41,,2.81
rosary,4.1,5.35,4.64,3.52,,
rose,5.56,6.08,6.23,4.75,,
rosebud,3.69,5.93,5.86,,,3.69
rosin,1.99,5.21,4.35,,4.56,
rotation,4.7,3.66,4.48,,,4.94
rote,2.49,2.95,2.64,2.35,,
rough,5.57,4.52,4.91,4.89,,
round,5.63,4.38,5.59,4.89,,
route,5.15,4.4,4.47,4.82,,4.47
routine,5.23,,3.41,,,
rover,3.09,,4.73,,,
rubber,5.47,5.96,5.99,,,2.89
rubble,4.07,4.93,4.82,3.63,5.4,
ruby,4.45,5.94,5.62,4.05,,3.97
rudder,3.9,5.72,5.2,3.57,,
rude,5.5,,3.9,,,
ruff,3.29,3.58,3.27,2.92,,
rug,5.57,6.11,5.91,4.23,,2.33
rugged,4.92,3.84,4.88,4.71,,
rule,5.34,2.86,4.15,4.42,,
ruler,5.71,5.55,5.43,,,3.11
rum,5.52,6,5.6,5.32,,
rumble,4.76,4.07,4.94,4.15,,
rumour,5.03,3.11,3.53,,,4.61
rung,4.23,5.32,4.8,,,4.14
runner,5.31,,5.46,,,
running,5.71,4.44,4.9,4.73,,
rural,4.93,3.58,4.37,3.7,,
rush,5.46,3.5,4.04,4.57,,
rust,4.84,5.53,5.47,,,3.8
rusty,5.03,5.06,5.53,4.23,,
rye,3.88,6,4.59,,,5
sable,3.51,5.13,4.19,3.25,,
sack,5.39,5.82,5.48,4.47,,
sad,5.89,3.6,4.19,5,,
saddle,4.36,6.03,5.78,,,3.44
safe,5.31,3.76,4.74,4.74,,
safety,5.56,3.23,3.97,4.05,5.76,3.39
saga,3.88,3.66,3.45,,,5.06
sagacity,1.72,2.11,2.32,2.26,,
sage,4.24,4.62,4.34,3.37,,
said,6,3.06,3.13,3.97,,
sail,5.04,5.67,5.97,4.28,,
saint,4.63,4.58,3.94,3.78,,
salad,5.54,5.95,6.23,,7.2,3.42
salary,5.27,4.56,4.52,,5.08,5.58
sale,5.55,3.64,4.22,4.34,,
salep,0.89,2.87,2.11,1.74,,
salol,0.86,2.69,2.06,1.54,,
saloon,3.81,5.75,6.08,,7.12,
salt,6.12,5.94,5.7,3.97,,2.33
saltpetre,2.1,5.25,2.83,,,6.56
salty,5.09,4.9,5.12,4.15,,
salutation,3.31,4.54,4.56,,5.24,
salute,4.79,4.71,5.38,3.89,6.52,
salvation,3.96,2.69,4.08,,,5.58
salve,3.29,4.34,3.91,2.84,,
same,5.69,2.48,3.26,4.37,,
sampler,3.97,4.26,3.78,,,5.39
sanctity,3.38,2.93,3.3,2.77,,
sanctuary,4.49,4.86,4.81,4.13,,
sand,5.19,6.16,6.03,4.63,,2.17
sandal,4.94,6.09,6.13,4.87,,
sandy,5.28,4.99,5.54,3.9,,
sane,5.08,2.9,3.64,4.28,,
sanitarium,2.98,5.65,5.1,,,6.06
sanitation,3.54,3.91,4.47,,,5.86
sap,3.77,5.4,4.51,,,4.64
sapphire,3.8,5.72,5.6,3.77,,
sarcastic,5.16,,4.19,,,
sardine,4.46,6.06,5.92,4.03,,3.53
sash,3.85,5.4,4.88,3.34,,
satchel,3.64,5.93,5.8,,,2.97
satin,4.7,5.94,5.61,4.38,,
satire,4.77,2.87,3.7,,5.64,
satisfaction,5.44,3.05,4.78,,,4.66
sauce,5.22,5.76,5.69,,5.88,2.58
saucer,5.33,6.06,5.44,4.25,,
sauerkraut,4.26,6.04,5.85,3.39,,
savage,4.48,4.27,5.28,4.58,,3.92
savant,1.57,2.93,2.71,1.43,3.88,
save,5.59,3.14,3.65,4.38,,
savory,4.06,3.73,4.46,3.83,,
saw,5.52,5.32,5.31,3.9,,2.69
saxophone,4.53,6.24,6.02,4.24,,5.19
scab,5.24,5.59,5.73,4.24,,
scale,5.23,4.75,4.63,4.05,,3.97
scar,5.29,5.52,5.65,4.16,,
scarce,5.08,2.97,3.8,4.66,,
scare,5.23,3.8,4.71,5.03,,2.97
scarecrow,3.89,,,,,
scarlet,4.28,5.19,5.87,4.53,5.8,
scavenger,4.74,4.86,5.01,4.23,,
scene,5.26,4.08,4.32,5.16,,4.25
scent,5.01,4.62,4.21,4.3,,
scheme,4.92,3.28,3.19,3.63,,4.75
schism,2.31,,3.61,,,
scholar,4.89,4.5,4.51,4.45,,
school,5.82,5.73,5.99,5.17,,2.28
schoolhouse,3.88,5.86,5.44,,,3.69
science,5.77,3.66,4.23,5.12,6.56,4.58
scissors,5.59,5.96,6.09,4.05,,
scooter,4.68,5.65,5.69,3.74,,
scorn,4.17,2.9,3.64,,,4.71
scornful,4.58,,4.07,,,
scorpion,3.42,5.9,5.96,,6.24,
scotch,5.18,5.83,5.9,4.59,,
scout,4.52,5.62,5.78,,,3.72
scowl,4.64,3.86,4.56,4.05,,
scratch,5.53,5.23,5.43,,,2.69
scream,5.22,4.79,5.89,,,2.75
screaming,5.19,,5.19,,,
screwdriver,5.44,5.74,6.17,4.41,,
scroll,3.5,5.93,5.72,,,4.58
scull,3.44,5.08,4.74,3.48,,5.33
sea,5.37,5.96,6.06,5.29,7.16,
seal,4.82,5.87,5.63,3.98,,3.28
seam,5.47,5.38,5.55,3.98,,
seaman,4.49,5.63,4.81,3.8,,
sear,3.16,2.92,2.99,2.59,,
search,5.37,3.71,4.02,,,3.44
seasick,3.93,,,,,
season,5.65,4.45,4.95,,7.88,3.28
seat,5.97,5.68,5.74,4.69,6.08,
seaweed,4.78,5.93,5.9,3.84,,
second,5.98,3.44,3.71,3.97,,2.89
secretary,5.28,5.76,5.63,4.11,,4.56
secure,5.07,,3.73,,,
security,5.13,2.9,3.91,,,5.08
sedative,4.23,4.59,4.59,,,5.61
seduction,4.23,3.53,5.21,,,6.28
see,6.25,3.52,3.79,5.25,,
seed,5.14,6.11,5.42,4.67,,
seedling,3.23,,4.51,,,
seedy,3.54,,4.32,,,
seek,5.06,3.75,3.35,4.12,,
seel,3.01,4.17,3.41,3,,
seem,5.49,2.26,2.49,3.25,,
seen,5.76,3.36,3.51,3.6,,
seer,2.53,3.7,3.09,2.9,,6.11
segment,4.51,4.85,4.8,,,4.28
seine,2.46,3.51,3.67,2.8,,
seldom,4.78,,2.59,,,
select,5.43,,3.1,,,
selection,5.23,3.28,3.11,,,4.39
self,6.04,4.59,4.66,,,3.28
selfish,4.83,,3.59,,,
sell,5.85,3.42,3.97,4.95,,
seller,4.59,4.44,4.27,3.69,,3.81
selling,5.14,3.7,3.76,3.9,,
semen,4.29,5.5,4.94,4.13,,
semester,5.04,3.89,3.83,,5.48,
semicircle,4.27,4.44,5.26,,,4.53
send,5.29,3.24,4.23,3.84,,
sender,4.64,4.82,3.7,,,4.06
sensation,5.03,2.65,3.94,,5.16,
sense,5.83,3.16,3.68,4.84,,3.36
sensible,5.07,,3.34,,,
sensitive,5.5,,4.34,,,
sent,5.23,2.92,3.86,3.62,,
sentiment,4.71,2.58,3.65,,4.88,5.14
separation,5.04,3.03,4.35,,,4.58
sequel,3.38,3.53,3.23,2.93,,5.56
serf,3.64,5.07,5,3.61,6.75,
sergeant,4.8,5.11,5.49,3.65,,
serial,4.4,3.65,3.4,3.1,,
series,5.25,3.73,3.98,,5.36,4.61
serious,5.93,,3.76,,,
servant,4.37,5.15,5.08,,,4.06
service,5.6,3.64,4.08,,,3.97
session,5.05,3.72,3.94,,5.4,
settled,4.99,,3.07,,,
settlement,4.82,4.37,4.57,,6.24,4.78
settler,3.84,5.33,5.28,,6.48,
sever,4.29,4.04,4.39,3.98,,
severance,3.54,3.11,3.16,,,6.03
severe,5.26,2.86,3.52,4.84,,
sew,5.17,,4.78,,,
sewer,4.89,5.64,5.38,3.74,,
sex,6.17,5.12,5.84,6.13,,4.5
sexual,5.76,,5.04,,,
shadow,5.36,4.57,5.65,,5.28,3.11
shadowy,4.62,,4.43,,,
shady,5.33,4.08,4.87,4.6,,
shaker,3.7,4.72,4.08,,,4.33
shale,3.59,4.58,4.01,2.95,,
shall,5.58,,2.37,,,
shallow,5.4,3.3,4.51,4.15,,
shame,5.34,2.87,4.19,4.57,5.16,3.67
shape,5.75,4.52,4.71,4.89,,3.03
shark,5.16,6.11,6.02,4.23,,
sharp,5.72,,4.95,,,
shawl,4.55,6.06,5.76,4.32,,3.31
she,5.99,4.06,4.74,4.87,,
shear,4.28,4.56,4.84,3.67,,
shed,5.24,6.11,6.02,,,2.31
sheep,5.07,6.22,5.96,4.44,,
sheepskin,4.28,6,5.66,3.82,6.44,
sheer,4.68,3.97,4.4,4.1,,
sheet,6.16,6.08,5.94,,,2.51
shell,5.24,5.97,5.81,4.15,,
shelter,5.09,,4.88,,,
shepherd,4.35,5.98,6,,,2.75
shield,4.64,5.76,5.56,,,3.5
shilling,3.37,5.22,4.76,3.2,,
shining,5.58,,4.8,,,
shiny,5.41,4.11,5.37,4.18,,
ship,5.53,6.15,6.12,4.92,7.87,2.49
shirt,6.12,6.16,6.12,5.47,,2.69
shiver,5.17,4.55,5.78,,,3.08
shock,5.6,3.95,4.71,,6.2,
shoe,5.69,6,6.01,4.85,,
shone,4.82,3.63,3.84,3.4,,
shoot,5.36,4.45,4.94,4.57,,
shop,6.15,5.49,5.61,5.18,,2.36
shopper,5.28,4.97,5.19,4.23,,
shore,5.31,5.74,6.24,,8.13,
short,5.86,3.51,4.31,4.84,,
shortage,5.54,3.53,4.05,,,4.14
shot,5.31,4.67,5.35,4.33,,
should,5.65,2.49,2.95,3.74,,
